Code,SOC ,Aspect,Clay fraction,DEM,Year,"Slope length 
factor","Valley bottom
flatness index",Sand fraction,Silt fraction,Slope,"Soil parent
material","Terrain roughness
index","Topographic wetness
index",Curvature,Longitude,Latitude,NDVI,NPP,"Annual mean
temperature","Annual mean
precipitation","Annual
evapotranspiration","Surface solar
radiation","Nighttime landsurface
temperature","Daytime land surface
temperature",OC Emissions,NOx Emissions,NH3 Emissions,CO Emissions,BC Emissions,Population density,GDP,"Distance from the
railway","Distance from the
road","Nighttime light
index",CO2 Emissions,Land use,Total nitrogen,pH,"Cation exchange
capacity",Bulk density
S1216,7.347,303.6900024,19,1129,2006,0,0.51245999,54,27,2.232199907,17,2.792850018,-1,0.037037,128.09,42.19,0.8669,654.7999878,2.466670036,578.789978,583.2620239,134824000,6.612500191,6.612500191,7.210289955,49.48550034,15.51350021,7.210289955,4.135179996,2,20.76110077,31048.30078,38013.19922,0,6314.220215,1,4516,56,240,103
S1217,3.459,230.8699951,21,1114,2010,145,0.00109653,50,29,11.61620045,29,13.41639996,16,0.0123457,112.42,36.63,0.7287,359.2000122,9.425000191,443.5589905,668.1480103,166271008,17.67289925,17.67289925,326.9670105,512.4320068,129.2200012,9100.610352,238.5240021,26,238.4299927,0,40607.89844,293,11228.7998,1,2106,74,185,125
S1218,1.9,165.6649933,21,1479,2012,96,0.00000046,50,29,14.0934,29,17.92760086,16,-0.740741014,107.0019,34.016,0.8416,773.7999878,9.266670227,797.1569824,781.0239868,138751008,15.12069988,15.12069988,46.16149902,63.9754982,129.7960052,1318.579956,29.52249908,6,293.0700073,24515.30078,2828.429932,4,2258.75,1,3348,69,212,122
S1219,1.99,165.6649933,21,1479,2012,96,0.00006195,50,29,14.0934,29,17.92760086,16,0.086419798,107.002,34.0154,0.8416,773.7999878,9.266670227,797.1569824,781.0239868,138751008,15.12069988,15.12069988,46.16149902,63.9754982,129.7960052,1318.579956,29.52249908,6,293.0700073,24515.30078,2828.429932,4,2258.75,1,3348,69,212,122
S1220,2.06,86.9335022,21,1463,2012,0,0.0149522,50,29,16.86400032,29,21.04759979,16,-0.061728399,107.002,34.0138,0.8416,778.0999756,9.266670227,797.1569824,781.0239868,138751008,15.12069988,15.12069988,46.16149902,63.9754982,129.7960052,1318.579956,29.52249908,6,293,24515.30078,2828.429932,4,2258.75,1,3348,69,212,121
S1221,4.5844,353.6600037,22,1204,2013,0,0.00004672,51,27,40.58300018,112,50.91559982,0,-0.851852,106.51,28.59,0.9106,764.5,13.625,1150.800049,927.9920044,129988000,19.19079971,19.19079971,179.9380035,908.3660278,825.4890137,7613.439941,73.50160217,16,1047.150024,16643.30078,3000,7,15109.90039,1,3472,54,240,115
S1222,5.3152,232.7220001,25,1230,2013,0,0.00000063,45,30,6.491580009,224,8.71780014,16,0.024691399,106.48,28.52,0.8596,738.2999878,14.4083004,1111.780029,888.184021,129868000,20.30529976,20.30529976,179.9380035,908.3660278,825.4890137,7613.439941,73.50160217,64,376.2170105,21189.59961,3000,0,2641.620117,1,2705,55,202,118
S1223,5.5472,223.4810028,25,1375,2013,0,0.00000001,45,30,26.78039932,224,38.10509872,16,0.037037,106.37,28.65,0.9168,655.9000244,13.92500019,1157.829956,949.1339722,134616992,19.34469986,19.34469986,179.9380035,908.3660278,825.4890137,7613.439941,73.50160217,4,1225.650024,28160.30078,6324.560059,102,1043.77002,1,2956,53,243,117
S1224,5.6253,90.99510193,22,1102,2013,87,0.00000003,51,27,28.5760994,112,31.8057003,16,-0.0123457,106.29,28.61,0.8744,695.5,15.88329983,1143.560059,978.1599731,135727008,20.4034996,20.4034996,252.7610016,300.6239929,903.3150024,7979.52002,91.64630127,4,396.8959961,31400.59961,14422.2002,0,1385.140015,1,2915,53,274,120
S1225,5.7468,37.52840042,29,555,2013,98,0.00085586,33,38,13.23270035,176,14.18449974,16,-0.037037,106.43,28.73,0.8149,564.4000244,18.16670036,1110.73999,975.4240112,133797000,22.2343998,22.2343998,412.2229919,2058.360107,2357,18009.5,184.5540009,69,1604.599976,22135.90039,0,0,9368.269531,1,2854,59,213,122
S1226,4.9311,340.2009888,28,128,2011,42,0.00560056,36,36,6.14812994,104,8.520560265,16,0.086419798,118.0667,31.55,0.8389,464.6000061,15.63329983,1125.72998,875.9899902,151880000,20.24720001,20.24720001,510.1270142,4113.629883,1826,23563.80078,238.0839996,1793,597.5739746,5000,1414.209961,663,107214,1,2259,60,160,128
S1229,3.9335,147.723999,36,58,2000,47,0.945701,39,25,3.475630045,221,5.882180214,-2,0.037037,120.0576,30.9282,0.8325,639.5999756,16.08329964,1174.560059,1068.23999,145839008,21.5720005,21.5720005,769.09198,3679.409912,3300.360107,35387.5,366.3080139,60,1024.069946,3605.550049,0,2159,35427.30078,1,2463,70,157,121
S1230,1.6563,289.3980103,14,1052,2010,49,0.00034933,54,32,11.4993,92,16.06240082,16,-0.037037,107.0683,34.5844,0.7624,552.7999878,12.0333004,704.0479736,745.5999756,148323008,19.56570053,19.56570053,458.1870117,2809.120117,1450.170044,18264.69922,212.0540009,30,691.1090088,7211.100098,9055.379883,2,11671.90039,1,1660,74,181,126
S1231,5.411,274.993988,14,1254,2011,0,0.00002473,54,32,7.953849792,92,12.5618,1,0.086419798,107.21,34.84,0.8836,631.2999878,9.758330345,828.5620117,644.4119873,152840000,16.41640091,16.41640091,128.1210022,258.1730042,526.6550293,4064.97998,50.5265007,28,168.072998,17464.30078,18601.09961,2,1305.310059,1,2347,72,189,124
S1232,5.1452,93.99089813,43,123,2008,0,0.00357585,28,29,6.644929886,216,6.782330036,1,0,112.6667,22.7167,0.8507,1283.699951,21.70000076,2385.580078,1094.550049,149272000,24.65209961,24.65209961,492.5740051,25993.69922,3159.860107,77019.5,547.4429932,2,1156.949951,24698.19922,12530,270,4823.140137,1,2797,53,156,111
S1234,4.1729,79.21569824,16,501,2011,0,0,56,28,36.91030121,97,46.76959991,-2,-0.0123457,112.6435,35.2168,0.8086,259.8999939,13.5916996,755.6489868,629.0479736,159728992,16.2140007,16.2140007,948.4069824,45888.10156,4342.899902,100174,842.0960083,17,1338.819946,0,6403.120117,545,64340.69922,1,2611,69,190,124
S1240,8.7423,315,37,4,2004,0,5.90627003,24,39,0.109498002,181,0.774596989,0,-0.0123457,121.65,29.8667,0.5565,451.1000061,17.79170036,1246.650024,1052.150024,159206000,25.48990059,25.48990059,1477.23999,61532,4186.970215,223610,1672.140015,201,5695.029785,2000,3000,4995,129882,1,3799,63,170,115
S1244,5.484,159.3939972,21,1686,2011,150,0.00000673,50,29,19.84600067,13,26.4083004,16,-0.0123457,112.08,36.67,0.934,378.2000122,6.183330059,698.7819824,623.8239746,166196000,12.20940018,12.20940018,571.5390015,2500.629883,339.9320068,27037,417.7380066,4,184.5469971,18000,22360.69922,19,2481.229981,1,3728,67,197,114
S1245,7.113,80.59919739,22,1787,2011,83,0.00091189,49,29,11.6857996,13,12.1573,16,-0.0123457,112.35,36.94,0.8946,446.7999878,6.125,693.9459839,652.2719727,167564992,12.6899004,12.6899004,100.973999,312.5859985,47.39009857,3500.02002,76.09799957,0,171.1750031,30413.80078,17000,13,1247.75,1,3026,68,176,112
S1246,4.9066,201.2969971,29,124,2013,0,0.00173475,33,38,9.711930275,219,9.622890472,-2,-0.0123457,113.31,28.41,0.8386,488.5,18.01670074,1301.530029,987.7290039,152456992,22.88170052,22.88170052,941.7030029,3917.429932,4130.600098,49916,621.2509766,25,4611.27002,21023.80078,10770.2998,280,34739.89844,1,2497,59,191,123
S1247,3.1383,188.8809967,16,1070,2012,144,0.00459395,56,28,14.71409988,97,17.68050003,16,-0.0123457,109.38,36.75,0.732,367.2000122,10.42500019,526.3400269,629.190979,164440992,17.61790085,17.61790085,432.6300049,2847.26001,916.4420166,24257,290.8599854,391,182.3240051,16401.19922,0,511,16359.40039,1,1543,83,174,128
S1248,2.2966,149.5,21,1328,2012,120,0.00204696,47,32,12.89729977,30,14.41530037,16,-0.0123457,108.89,35.62,0.8951,627.7999878,9.050000191,524.9420166,710.8189697,164908992,14.29100037,14.29100037,26.92900085,157.9689941,42.64080048,1337.23999,19.34889984,10,319.4689941,5099.02002,19723.09961,1,17.5674,1,2403,76,167,120
S1249,3.0541,106.2320023,14,1111,2012,0,0.00005127,54,32,6.344610214,92,14.64920044,16,-0.0123457,109.54,35.89,0.8522,476.2000122,10.05830002,502.4530029,676.5360107,163216992,16.17320061,16.17320061,179.654007,398.9259949,449.1919861,5870.939941,117.6800003,10,940.0369873,14000,5000,15,3283.5,1,1998,79,176,128
S1250,4.2505,325.6199951,16,1024,2012,0,2.97412992,56,28,1.781919956,97,1.897369981,16,-0.0123457,109.24,36.38,0.6762,397.2999878,10.18330002,507.9660034,686.8779907,165743008,18.02420044,18.02420044,118.5149994,654.3670044,406.7359924,5909.72998,69.92669678,7,91.24449921,11401.7998,3162.280029,0,1684.209961,1,1786,82,200,133
S1251,4.835,187.3600006,12,1366,2008-2010,79,0.00000002,70,18,33.18619919,16,39.53990173,16,-0.0123457,111.92,33.48,0.9099,498,11.81663354,1002.190979,829.9843343,153172997.3,16.40509987,16.40509987,22.25006739,321.4013367,99.81539917,1960.48999,19.83123334,7,308.6679993,37215.60156,20248.5,0.666666667,1023.761312,1,3396,59,183,122
S1252,6.9038,199.4400024,19,462,2011,0,0.0458953,54,27,2.78944993,17,6.016640186,2,-0.0123457,129.3656,46.6253,0.8833,517.7999878,1.733330011,579.9379883,588.6989746,135176992,5.653470039,5.653470039,3.709889889,51.64670181,12.9531002,262.2120056,2.242690086,0,133.5140076,18248.30078,28635.59961,5,0,1,5794,62,232,109
S1253,7.8594,190.8860016,19,777,2011,0,0.65579802,54,27,4.092989922,17,4.218999863,-1,-0.0123457,129.3614,46.64,0.8907,612,1.274999976,622.2709961,588.6989746,135176992,4.843329906,4.843329906,3.709889889,51.64670181,12.9531002,262.2120056,2.242690086,0,133.2440033,16492.40039,30083.19922,6,0,1,5014,62,245,108
S1254,8.1374,257.9490051,19,346,2011,31,0.25374401,54,27,7.011050224,17,7.348470211,1,-0.0123457,129.3531,46.5836,0.9105,523.2000122,2.291670084,543.0040283,588.6989746,135318000,5.629030228,5.629030228,3.709889889,51.64670181,12.9531002,262.2120056,2.242690086,0,135.5330048,21633.30078,27018.5,136,0,1,5991,62,258,116
S1255,1.8355,246.8009949,26,52,2012,45,5.94718981,36,38,0.589644015,177,1.843909979,16,-0.0123457,114.9667,31.1833,0.7294,522.2000122,16.89170074,1121.890015,965.4650269,144772992,22.37280083,22.37280083,1048.459961,11267.7998,3752.98999,40642.69922,443.2839966,118,475.9599915,0,1000,2142,20145,1,1704,62,207,128
S1257,1.763,307.875,25,1578,2012,132,0.00009034,45,30,4.40530014,224,10.89949989,0,0.148148,105.3,27.3167,0.8443,501.6000061,13.56669998,1142.75,678.7199707,108886000,22.20569992,22.20569992,7188.910156,21128.30078,3185.02002,382448,5643.870117,857,1021.960022,1000,1414.209961,3464,53759.39844,1,3007,59,204,122
S1258,2.301,124.9919968,22,337,2012,0,0.00000012,51,27,19.94569969,112,22.20809937,0,-0.074074097,108.4333,30.7833,0.6991,557.4000244,17.5,1083.599976,791.8619995,123236000,22.82500076,22.82500076,620.3029785,2468.610107,1608.900024,26773.40039,290.2090149,128,3286.77002,0,3000,4594,29407.90039,1,3147,63,201,127
S1259,4.1255,45,26,1877,2012,0,3.3591001,36,38,0.218995005,178,2.720289946,-2,-0.0123457,101.2333,25.5,0.8379,638.5999756,16.625,688.6140137,768.3389893,185736000,26.64220047,26.64220047,298.2669983,1013.159973,1200.52002,13394.2002,134.3820038,96,299.5209961,21260.30078,1000,847,5368.419922,1,2257,68,185,125
S1261,4.076,307.875,25,1578,2012,132,0.00009034,45,30,4.40530014,224,10.89949989,0,0.83950597,105.3,27.3167,0.8443,501.6000061,13.56669998,1142.75,678.7199707,108886000,22.20569992,22.20569992,7188.910156,21128.30078,3185.02002,382448,5643.870117,857,1021.960022,1000,1414.209961,3464,53759.39844,1,3007,59,204,122
S1262,4.395,259.6239929,25,441,2012,96,0.0000191,45,30,11.0387001,224,13.86359978,-1,-0.135802001,105.9167,29.3833,0.8035,408.5,18.02499962,1174.22998,812.5939941,114257000,23.77079964,23.77079964,1460.900024,19709.09961,7664.959961,101203,943.039978,47,2131.209961,1000,2000,4493,41606.60156,1,2617,57,276,126
S1263,6.4585,250.6990051,36,917,2012,0,0.00344469,39,25,18.74430084,219,24.1909008,16,-0.283951014,103.45,28.2167,0.8566,570,14.75,1017.570007,661.0289917,117531000,22.82830048,22.82830048,67.07330322,98.42949677,303.7890015,1894.800049,21.63820076,96,117.572998,53338.5,53338.5,11,11101.7002,1,4148,58,244,128
S1265,6.765,259.6239929,25,441,2012,96,0.0000191,45,30,11.0387001,224,13.86359978,-1,0.111111,105.9167,29.3833,0.8035,408.5,18.02499962,1174.22998,812.5939941,114257000,23.77079964,23.77079964,1460.900024,19709.09961,7664.959961,101203,943.039978,47,2131.209961,1000,2000,4493,41606.60156,1,2617,57,276,126
S1267,2.741,40.7635994,9,590,2011,0,0.0214427,76,15,2.961899996,92,5.916079998,16,0.209876999,111.78,36.27,0.6508,358.7000122,12.07499981,592.5139771,444.7130127,160755008,19.9715004,19.9715004,498.3399963,2106.840088,382.2579956,24259.30078,360.5409851,22,778.0100098,3162.280029,4000,899,42871,1,1291,81,235,130
S1268,3.245,318.2399902,14,1283,2011,151,0.23336799,54,32,5.792860031,92,6.260990143,-1,1.518519998,113.5878,37.3293,0.5395,344.2999878,8.216670036,647.5289917,651.7689819,163316000,17.15649986,17.15649986,307.5599976,2024.27002,372.8609924,21584.09961,213.4069977,331,222.8159943,1000,1414.209961,2287,621020,1,1766,76,223,126
S1269,4.197,100.3590012,14,1491,2011,163,0.859658,59,27,14.33329964,96,15.72259998,16,-0.333332986,112.28,36.89,0.8683,501.6000061,7.008329868,656.0670166,685.8499756,166027008,13.69349957,13.69349957,100.973999,312.5859985,47.39009857,3500.02002,76.09799957,1,173.9400024,29000,24000,727,1247.75,1,3676,67,205,116
S1270,1.499,216.0910034,25,1457,2011,0,0.00000447,44,31,19.69079971,61,20.94759941,16,-0.950617015,111.32,37.85,0.827,401.3999939,7.041669846,659.0189819,577.5579834,167144000,13.66989994,13.66989994,489.4140015,2282.909912,369.7600098,28968.09961,285.197998,27,164.4839935,20518.30078,15297.09961,0,352.9989929,1,2149,77,201,121
S1271,2.2388,135,22,668,2011,112,2.72806001,47,31,0.547473013,142,0.774596989,16,-0.370370001,118.77,41.22,0.8077,425.8999939,7.275000095,454.2789917,567.882019,160119008,16.93670082,16.93670082,151.2940063,1086.02002,399.6130066,6152.060059,79.25640106,130,397.144989,19697.69922,28653.09961,502,13571.90039,1,1236,79,185,138
S1274,8.9783,222.5630035,19,390,2004,34,0.00000652,54,27,10.19320011,17,10.63949966,1,-0.234568,127.6667,45.4,0.9089,435.5,4.066669941,569.5889893,600.5280151,140884992,7.613059998,7.613059998,157.1430054,242.8339996,327.4779968,4532.959961,53.97990036,2,123.5370026,12165.5,18000,0,19314.19922,1,5973,62,244,110
S1280,5.0674,65.77230072,43,445,2002-2003,0,0.57945901,24,33,3.392230034,104,6.212890148,16,0.283951014,109.1667,26.3333,0.7604,703.8000183,16.77500057,1465.719971,876.8720093,120259000,22.84465027,22.84465027,497.052002,338.7829895,549.8454895,15870.2998,187.3050003,3321,20.47644997,42000,3162.280029,233.5,5898.694824,1,3856,57,200,117
S1281,3.788,150.9450073,22,60,2010,0,7.8490901,47,31,0.797106028,142,2.323790073,1,0.283951014,114.15,33.43,0.5954,456.8999939,15.58329964,835.2059937,785.7000122,150216992,22.14150047,22.14150047,1054.98999,18075.59961,7297.700195,95453.79688,855.7609863,476,890.1539917,10000,5099.02002,246,31859.40039,1,1207,75,196,130
S1282,4.23,121.1110001,14,3908,2012,0,0,44,42,28.43029976,199,30.71479988,16,0.283951014,101.89,30.34,0.8658,374.5,3.075000048,1240.829956,526.7390137,146772000,13.35599995,13.35599995,3.284490108,26.49959946,18.68540001,202.6549988,1.652519941,2,32.02809906,109895,32695.59961,14,257.7319946,1,6826,60,283,104
S1283,2.2,163.8670044,27,2145,2012,115,0,40,33,34.24959946,7,43.51319885,16,-0.111111,102.45,29.34,0.9097,934.7999878,12.58329964,1270.949951,633.6630249,121541000,14.42430019,14.42430019,352.8190002,981.0889893,1546.410034,13905,125.2269974,6,174.4219971,38626.39844,8485.280273,6,66131.89844,1,5307,55,270,113
S1284,4.9003,323.1799927,14,1313,2008,0,0.00000001,54,32,17.16690063,92,21.23209953,16,-0.111111,108.24,35.45,0.823,471.8999939,9.475000381,536.3129883,581.9290161,155470000,18.20870018,18.20870018,344.5119934,549.4180298,589.7399902,11058.7998,131.1139984,20,98.87979889,13453.59961,1414.209961,225,18841.59961,1,2019,82,224,124
S1285,5.29,126.8700027,14,1519,2008,0,0.00000293,54,32,19.35899925,92,23.20339966,16,-0.111111,108.27,36.49,0.5437,287.3999939,8.558329582,459.9419861,575.367981,161154000,19.41959953,19.41959953,81.11689758,280.6640015,233.923996,3606.169922,46.88949966,11,101.1200027,59464.30078,46615.39844,9,8574.450195,1,2316,82,224,126
S1286,4.075,147.2510071,14,1277,2008,163,0.00037474,54,32,18.89279938,92,24.42539978,-3,-0.111111,108.85,35.85,0.8247,458.1000061,9.300000191,525.3300171,685.1409912,166992000,16.43400002,16.43400002,23.73089981,28.38890076,52.93370056,547.1790161,7.588540077,9,54.18349838,22825.40039,17000,23,262.7219849,1,2429,75,168,123
S1287,4.915,240.3569946,14,1484,2008,155,0.00003694,54,32,15.71790028,92,16.37680054,-1,-0.111111,109.01,36.25,0.849,571.4000244,8.533329964,517.8079834,614.7000122,171106000,16.0951004,16.0951004,27.16040039,40.88750076,60.00400162,656.6099854,8.551250458,3,90.80860138,26925.80078,14035.7002,1,254.4309998,1,2432,75,201,125
S1288,3.0761,159.473999,27,3092,2010,0,0.00000003,41,32,31.33849907,233,27.63330078,0,-0.111111,101.99,29.57,0.7491,296.8999939,5.449999809,1322.530029,396.9979858,100249000,6.232359886,6.232359886,6.78704977,3.947289944,27.20919991,172.3179932,2.184590101,0,33.62879944,88566.39844,50159.69922,38,308.4219971,1,6255,60,283,109
S1293,3.0475,231.1549988,36,291,2005,81,0.00000568,39,25,21.41139984,176,27.03700066,16,-0.901234984,118.1167,27.0167,0.7665,435.5,18.9666996,1987.709961,856.8439941,144444992,22.58259964,22.58259964,176.8849945,200.3150024,534.2869873,4477.200195,54.77780151,88,100.5759964,15000,18384.80078,164,9168.080078,1,1904,52,150,126
S1294,3.322,314.0119934,36,470,2005,0,0.00000004,39,25,18.39609909,219,18.62260056,16,-0.123457,118.15,27.05,0.8778,465.6000061,18.24169922,1998.939941,886.1199951,144404992,21.42650032,21.42650032,158.8370056,124.8519974,502.8410034,3469.580078,45.01839828,7,104.435997,11180.2998,13000,4,9168.080078,1,2060,51,149,123
S1296,4.7043,314.0119934,36,470,2005,0,0.00000004,39,25,18.39609909,219,18.62260056,16,0.061728399,118.15,27.05,0.8778,465.6000061,18.24169922,1998.939941,886.1199951,144404992,21.42650032,21.42650032,158.8370056,124.8519974,502.8410034,3469.580078,45.01839828,7,104.435997,11180.2998,13000,4,9168.080078,1,2060,51,149,123
S1299,3.3225,91.72409821,36,153,2006,53,0.00000635,39,25,22.01040077,219,28.54120064,16,0.407406986,118.3709,27.0507,0.8205,669.4000244,19.85829926,2160.699951,980.210022,145902000,23.63080025,23.63080025,608.6530151,677.2750244,1628.910034,608.6530151,192.0670013,39,152.4490051,7211.100098,0,480,11285.59961,1,1950,54,139,126
S1301,7.635,262.276001,17,3758,2006,132,0,44,39,30.6772995,197,36.3042984,0,-0.074074097,103.36,31.75,0.8288,430.6000061,0.300000012,1004.530029,581.3270264,130775000,8.739029884,8.739029884,23.05800056,43.43360138,64.37310028,23.05800056,8.132080078,4,14.07219982,33121,21213.19922,0,155.4949951,1,5433,62,287,103
S1302,7.962,269.4809875,19,3582,2006,114,0.0000029,54,27,24.09970093,13,26.66080093,0,-0.074074097,103.55,32.14,0.8743,822.7999878,3.008330107,986.5910034,555.0239868,116598000,9.030139923,9.030139923,15.00090027,20.90920067,43.0904007,15.00090027,5.006770134,2,13.63319969,16124.5,68593,1,741.5679932,1,5814,53,233,109
S1303,10.099,120.2229996,19,4084,2006,0,0,54,27,26.65769958,17,31.6291008,16,-0.074074097,102.99,31.82,0.9625,278.7000122,0.174999997,1067.98999,456.571991,115935000,6.185140133,6.185140133,13.61340046,7.324019909,43.84009933,13.61340046,4.422550201,4,10.72070026,62361.80078,25238.90039,0,113.9020004,1,5227,62,261,108
S1304,10.989,228.8049927,19,3380,2006,0,0,54,27,37.86940002,13,48.86719894,16,-0.0123457,102.95,32.21,0.905,639.2999878,1.950000048,868.5570068,498.4949951,130300000,11.37899971,11.37899971,28.8640995,35.63140106,112.5230026,28.8640995,9.428440094,3,7.765709877,68410.5,53141.30078,1,1493.699951,1,5752,60,283,114
S1305,8.476,66.39710236,15,1442,2006,0,0,51,34,26.69689941,8,30.57119942,5,0.382716,104.16,32.01,0.8631,853.2000122,14.33329964,781.2639771,659.5150146,125372000,19.54929924,19.54929924,36.5768013,18.45000076,120.4810028,36.5768013,10.81270027,25,23.42329979,32249,43000,2,3238.409912,1,4260,63,257,129
S1306,8.592,170.2870026,22,2547,2006,145,0.00000344,49,29,24.53879929,13,27.53540039,16,0.0123457,103.78,31.71,0.8648,832.5,6.683330059,899.6069946,635.7739868,121029000,10.72500038,10.72500038,30.10090065,32.08089828,85.53119659,30.10090065,9.659379959,2,20.19610023,9219.540039,30232.40039,18,15945.2002,1,5101,54,267,113
S1307,10.027,184.0859985,27,2605,2006,0,0,41,32,37.18700027,17,44.45000076,0,0,104.02,31.66,0.8908,724,6.466670036,929.4719849,660.9699707,123199000,11.27169991,11.27169991,126.7129974,90.87760162,365.8599854,126.7129974,40.04560089,2,547.4140015,7071.069824,43046.5,2,94.5793991,1,5701,54,312,117
S1308,10.769,194.3609924,26,1593,2006,0,0,33,41,30.00670052,6,35.05139923,2,0,104.13,32.18,0.9143,874.7000122,11.81669998,762.5739746,641.3759766,123146000,17.90600014,17.90600014,54.2439003,46.3791008,190.8379974,54.2439003,16.85300064,8,13.76550007,31000,40804.39844,1,756.2139893,1,5203,56,270,125
S1309,1.8554,147.3390045,21,347,2010,96,0.31187499,50,29,7.1364398,29,8.774959564,-2,0,116.91,40.68,0.8348,312.7999878,9.791669846,581.8720093,525.5499878,158176992,15.23139954,15.23139954,539.2969971,788.507019,942.2050171,26117.80078,297.5700073,11,443.5700073,12727.90039,23259.40039,61,873.039978,1,2289,73,174,127
S1318,4.8297,17.11669922,43,1195,2012-2013,145,0.00000068,24,33,22.2269001,6,24.81130028,-1,0,110.66,31.74,0.8088,676.6499939,12.2916503,978.6604919,776.7340088,145089000,15.52375031,15.52375031,46.02589989,118.5884972,272.9815063,1564.069946,19.50755024,18,44.47714996,23086.80078,14035.7002,1289,14445.1499,1,4015,58,201,118
S1321,3.0349,332.3540039,36,146,2009,68,0.50844997,39,25,17.76329994,219,21.8906002,-2,0,114.72,27.57,0.7048,409.5,18.14170074,1477.410034,924.0089722,148879008,23.14279938,23.14279938,266.9509888,679.822998,1583.709961,10358.2998,116.0690002,44,219.3890076,6082.759766,6324.560059,399,6802.209961,1,1772,58,187,122
S1322,3.6279,149.9309998,36,148,2009,0,0.82120597,39,25,1.699370027,219,4.31276989,1,0,114.62,27.51,0.7468,755.7000122,18.17499924,1473.219971,986.5280151,147411008,23.63170052,23.63170052,87.03130341,306.8429871,347.0880127,3803.709961,45.94260025,78,199.7940063,1000,15000,1,6281.180176,1,1807,55,176,126
S1323,4.8837,358.2640076,29,86,2009,0,0.50221699,33,38,2.554559946,176,2.323790073,-1,-0.049382702,114.59,27.79,0.6228,442.7000122,18.35829926,1494.550049,990.7109985,146764992,22.34350014,22.34350014,453.1719971,9054.75,1698.430054,36390.80078,242.4759979,99,751.8709717,0,5000,1230,179341,1,1701,59,177,124
S1324,4.8837,282.0950012,36,84,2009,37,0.0404743,39,25,2.216059923,219,5.422180176,16,-0.049382702,114.67,27.67,0.8455,567.4000244,18.2833004,1482.790039,1025.650024,148719008,23.65670013,23.65670013,453.1719971,9054.75,1698.430054,36390.80078,242.4759979,181,524.7449951,0,12083,0,6802.209961,1,1611,58,169,125
S1325,2.3,12.33300018,22,494,2001,0,0.00000122,51,27,21.10330009,112,26.50659943,0,1.320989966,117.87,26.24,0.8424,748.4000244,19.17499924,1962.98999,917.5310059,143607008,22.24360085,22.24360085,524.947998,288.7820129,1283.589966,9059.900391,127.9059982,6,145.4290009,12727.90039,13416.40039,0,5571.02002,1,2421,53,145,122
S1326,2.6,355.4179993,36,375,2001,0,0.00022168,39,25,21.26009941,219,24.47450066,-1,0,118.02,26.55,0.761,626.9000244,19.43330002,1906.780029,939.2219849,144314000,21.50279999,21.50279999,240.8190002,383.0559998,1043.02002,5150.279785,67.72350311,11,249.5690002,2828.429932,4123.109863,453,8343.259766,1,2251,53,162,124
S1327,13,90,36,49,2012,0,9.70042992,22,42,0.619390011,25,1.183220029,16,0.160494,133.7123,47.8103,0.8787,414.3999939,1.649999976,618.5009766,575.1560059,120392000,5.603610039,5.603610039,15.24499989,69.36579895,95.95220184,592.65802,6.713439941,8,34.81439972,24041.59961,20615.5,0,17876.80078,1,6220,65,276,110
S1328,4.53,320.2269897,43,426,2004,0,0.00413659,24,33,31.31419945,104,41.34009933,16,0,107.9516,24.9138,0.8195,890.5999756,18.35829926,1432.48999,958.6140137,133797000,24.8932991,24.8932991,32.73789978,14.20709991,59.80089951,811.6779785,10.55130005,7,30.88610077,8062.259766,19416.5,0,6576.779785,1,2661,59,175,116
S1329,1.5601,108.8460007,43,231,2005,0,0.00415797,24,33,13.41219997,219,14.56709957,16,0,108.2605,24.8593,0.7068,838.7000122,19.5916996,1362.459961,929.0960083,121377000,25.02549934,25.02549934,211.0509949,202.0749969,716.4949951,4913.620117,59.3783989,15,32.55559921,8062.259766,20000,1292,30944.19922,1,1965,58,173,122
S1330,1.9571,148.5700073,36,210,2005,30,0.0377244,39,25,3.263099909,219,3.633179903,16,0,108.2643,24.8527,0.7271,832.7999878,19.66670036,1362.459961,929.0960083,121377000,24.52529907,24.52529907,620.7650146,1620.819946,2696.580078,29766.80078,264.8280029,22,34.27939987,7615.77002,19000,1292,14709.09961,1,1965,58,173,122
S1331,2.705,287.802002,36,230,2005,0,0.0117894,39,25,8.794210434,219,8.66024971,0,0.061728399,108.25,24.85,0.7284,798.2999878,19.61669922,1367.829956,945.2890015,121377000,27.22730064,27.22730064,620.7650146,1620.819946,2696.580078,29766.80078,264.8280029,196,35.88460159,6324.560059,18000,1535,14709.09961,1,1976,58,178,122
S1332,2.9077,300.4660034,36,250,2005,0,0.0322596,39,25,3.051300049,104,6.899280071,16,-0.790122986,108.2489,24.8694,0.936,848.9000244,19.45829964,1365.390015,946.7659912,120906000,26.52930069,26.52930069,211.0509949,202.0749969,716.4949951,4913.620117,59.3783989,19,33.67419815,7810.25,21000,769,30944.19922,1,1939,57,170,121
S1334,3.5857,108.4349976,43,216,2005,50,3.80461001,24,33,0.979283988,219,4.77493,16,0.320987999,108.2664,24.8557,0.7271,809,19.66670036,1362.459961,929.0960083,121377000,24.52529907,24.52529907,211.0509949,202.0749969,716.4949951,4913.620117,59.3783989,1756,33.70709991,8544,19000,1292,30944.19922,1,2032,57,183,122
